Topic,Count,Name,Representation,Representative_Docs
166,11,166_materially harm_obtain services_harm business_failure obtain,"['materially harm', 'obtain services', 'harm business', 'failure obtain', 'acceptable', 'harm', 'acceptable terms', 'terms', 'materially', 'failure', 'business failure', 'production customers']","['Our failure to provide or obtain such services on acceptable terms could materially harm our business.', 'Our failure to obtain these services on acceptable terms could materially harm our business.', 'Our failure to obtain such services on acceptable terms could materially harm our business.']"
167,11,167_estimates_included_prepared_report,"['estimates', 'included', 'prepared', 'report', 'reserves estimated', 'month', 'included report', 'estimates reserves', 'average', 'sec', 'guidelines', 'unweighted']","['Reserves that are ""proved reserves"" are those estimated quantities of oil, NGL and natural gas that geological and engineering data demonstrate with reasonable certainty are recoverable in future years from known reservoirs under existing economic and operating conditions and that relate to specific locations for which the extraction of hydrocarbons must have commenced or the operator must be reasonably certain will commence within a five-year period.', 'Proved reserves of crude oil, natural gas liquids (NGL) and natural gas included in this report on pages 94 through102 have been prepared according to the Securities and Exchange (SEC) guidelines by qualified Company personnel or qualified independent engineers based on an unweighted average of crude oil, NGL and natural gas prices in effect at the beginning of each month of the respective year as well as other conditions and information available at the time the estimates were prepared.', 'The estimates of reserves as of December31, 2019, 2018 and 2017 included in this report were prepared using an average price equal to the unweighted arithmetic average of hydrocarbon prices received on a field-by-field basis on the first day of each month within the 12-month periods December31, 2019, 2018 and 2017, respectively, in accordance with the SEC guidelines applicable to reserve estimates for such periods.']"
168,11,168_prices reduce_produce economically_lower oil_lower,"['prices reduce', 'produce economically', 'lower oil', 'lower', 'low crude', 'gas produce', 'companys proved', 'economically', 'reductions', 'reduce', 'produce', 'reduce cash']","['Lower commodity prices may reduce the amount of natural gas that we can produce economically.', 'Low crude oil, natural gas and NGL prices may also reduce the amount of crude oil, natural gas and NGL that we can produce economically and may affect our proved reserves.', 'In addition, lower oil and natural gas prices may reduce the amount of oil and natural gas that we can produce economically.']"
169,11,169_retirement_funding requirements_plans_assumptions used,"['retirement', 'funding requirements', 'plans', 'assumptions used', 'funding', 'pension', 'actuarial', 'postretirement', 'actuarial assumptions', 'compensation', 'assumptions', 'return']","['If the actual results for the plans vary significantly from the actuarial assumptions used, or if laws regulating such retirement plans are changed, Murphy could be required to make more significant funding payments to one or more of its retirement plans in the future and/or it could be required to record a larger liability for future obligations in its Consolidated Balance Sheet.', 'If we determine that changes are warranted in the assumptions used, such as the discount rate, expected long-term rate of return, or health care cost trend rate, our future pension and postretirement benefit expenses and funding requirements could increase.', 'A number of actuarial assumptions impact funding requirements for the Companys retirement plans.']"
170,11,170_00_54_approximately 60_07,"['00', '54', 'approximately 60', '07', '135', 'current ratio', 'certain exceptions', '60', 'exceptions', '11', 'subject certain', 'assumed']","['00 or less.', '00 and $2.', '00) to ($9.']"
171,11,171_tank_phmsa_car_liquid,"['tank', 'phmsa', 'car', 'liquid', 'cars', 'tank cars', 'transport', 'hazardous liquid', 'canada', 'final', 'final rule', 'hazardous']","['For example, on October 1, 2019, PHMSA published a final rule for hazardous liquid transmission and gathering pipelines that becomes effective July 1, 2020 and significantly extends and expands the reach of certain PHMSA hazardous liquid pipeline integrity management requirements regardless of the pipelines proximity to a HCA (for example, integrity assessments at least once every 10 years of onshore, piggable, hazardous liquid pipeline segments located outside of HCAs, and expanded use of leak detection systems beyond HCAs to all regulated hazardous liquid pipelines other than offshore gathering and regulated rural gathering pipelines).', 'In 2015, PHMSA adopted a final rule that includes, among other things, additional requirements to enhance tank car standards for certain trains carrying crude oil and ethanol, a classification and testing program for crude oil, new operational protocols for trains transporting large volumes of flammable liquids, and a requirement that older DOT-111 tank cars be phased out by as early as January 1, 2018 if they are not already retrofitted to comply with new tank car design standards.', 'In 2016, PHMSA released a final rule mandating a phase-out schedule for all DOT-111 tank cars used to transport Class 3 flammable liquids, including crude oil and ethanol, between 2018 and 2029 and more recently in February 2019, PHMSA published a final rule requiring railroads to develop and submit comprehensive crude oil spill response plans for specific route segments traveled by a single train carrying 20 or more loaded tanks of liquid petroleum oil in a continuous block or a single train carrying 35 or more loaded tank cars of liquid petroleum oil throughout the train.']"
172,10,172_capital adversely_costs capital_fees_capital,"['capital adversely', 'costs capital', 'fees', 'capital', 'affect business', 'costs negatively', 'business significant', 'affect reputation', 'expenditures increased', 'expenditure budget', 'contentsincreased', 'adversely affect']","['30Table of ContentsIncreased costs of capital could adversely affect our business.', 'Increased costs of capital could adversely affect our business.', 'Increased costs of capital could adversely affect our business.']"
173,10,173_inspection_problems_inspections_structural,"['inspection', 'problems', 'inspections', 'structural', 'performed', 'undertaken', 'necessarily', 'discover', 'subsurface', 'exist', 'environmental', 'arise']","['Inspections may not always be performed on every well, and environmental problems are not necessarily observable even when an inspection is undertaken.', 'Inspections may not always be performed on every well, and environmental problems are not necessarily observable even when an inspection is undertaken.', 'Inspections may not always be performed on every well, and environmental problems are not necessarily observable even when an inspection is undertaken.']"
174,10,174_undeveloped reserves_proved undeveloped_scheduled drilled_drilled years,"['undeveloped reserves', 'proved undeveloped', 'scheduled drilled', 'drilled years', 'booked', 'years date', 'undeveloped', 'sec rules', 'additional proved', 'pud reserves', 'pud', 'relate']","['Pursuant to existing SEC rules and guidance, subject to limited exceptions, proved undeveloped reserves may only be booked if they relate to wells scheduled to be drilled within five years of the date of booking.', 'SEC rules require that, subject to limited exceptions, proved undeveloped reserves may only be booked if they are related to wells scheduled to be drilled within five years after the date of booking.', 'SEC rules require that, subject to limited exceptions, proved undeveloped reserves may only be booked if they relate to wells scheduled to be drilled within five years after the date of booking.']"
175,10,175_borrowing base_base_borrowing_repay,"['borrowing base', 'base', 'borrowing', 'repay', 'borrowings', 'repay portion', 'redeterminations', 'facility', 'credit facility', 'outstanding borrowings', 'base sufficient', 'deficit']","['Further, if the outstanding borrowings under our Senior Secured Credit Facility were to exceed the borrowing base as a result of any such redetermination, we could be required to repay the excess.', 'If the borrowing base were to be less than the outstanding borrowings under our Credit Agreement at any time, we would be required to provide additional collateral satisfactory in nature and value to the lenders to increase the borrowing base to an amount sufficient to cover such excess or repay the deficit in equal installments over a period of six months.', 'Since the borrowing base is subject to periodic redeterminations, if a redetermination resulted in a borrowing base that is less than our borrowings under the Credit Agreement, we would be required to provide additional collateral satisfactory in nature and value to the lenders to increase the borrowing base to an amount sufficient to cover such excess or repay the deficit in equal installments over a period of six months.']"
176,10,176_excessive_available insurance_obtain insurance_risks generally,"['excessive', 'available insurance', 'obtain insurance', 'risks generally', 'relative', 'presented', 'insurance', 'elect', 'environmental risks', 'pollution environmental', 'believe', 'pollution']","['We may elect not to obtain insurance if we believe that the cost of available insurance is excessive relative to the risks presented.', 'Also, we may elect not to obtain insurance if we believe that the cost of available insurance is excessive relative to the risks presented.', 'In addition, pollution and environmental risks generally are not fully insurable, and we may elect not to obtain insurance for any or all of these risks if we believe that the cost of available insurance is excessive relative to the risks presented.']"
177,10,177_vulnerable risks_geographic area_associated operating_vulnerable,"['vulnerable risks', 'geographic area', 'associated operating', 'vulnerable', 'areas including', 'centers', 'producing properties', 'geographic', 'risks associated', 'making', 'areas', 'resulting risks']","['Our producing properties are geographically concentrated in the Marcellus Shale in northeast Pennsylvania, making us vulnerable to risks associated with operating in one major geographic area.', 'Substantially all of our producing properties are concentrated in the Appalachian Basin, making us vulnerable to risks associated with operating primarily in one major geographic area.', 'Our producing properties are in a concentrated geographic area, making us vulnerable to risks associated with operating in one major geographic area.']"
178,10,178_basin cause_fluctuations realized_significant fluctuations_basin,"['basin cause', 'fluctuations realized', 'significant fluctuations', 'basin', 'cause significant', 'basin delaware', 'fluctuations', 'realized crude', 'utilization natural', 'profit margins', 'realized', 'insufficient']","['In addition, the effect of fluctuations on supply and demand may become more pronounced within specific geographic crude oil and natural gas producing areas such as the Williston Basin and the Delaware Basin, which may cause these conditions to occur with greater frequency or magnify the effect of these conditions.', 'See also Market conditions or operational impediments may hinder our access to crude oil, natural gas and NGLs markets or delay our production and Insufficient transportation, end-market refining utilization or natural gas processing capacity in the Williston Basin and the Delaware Basin could cause significant fluctuations in our realized crude oil and natural gas prices below.', 'Insufficient transportation, end-market refining utilization or natural gas processing capacity in the Williston Basin and the Delaware Basin could cause significant fluctuations in our realized crude oil and natural gas prices.']"
179,10,179_month_unweighted_average_arithmetic,"['month', 'unweighted', 'average', 'arithmetic', 'unweighted arithmetic', 'arithmetic average', 'day month', 'estimated discounted', 'discounted future', 'discounted', '12 month', 'accordance sec']","['In accordance with SEC requirements, we based the discounted future net cash flows from our proved reserves on the twelve-month unweighted arithmetic average of the first-day-of-the-month price for the preceding twelve months without giving effect to derivative transactions.', 'In accordance with SEC requirements, we base the estimated discounted future net cash flow from our estimated proved reserves on the 12-month average oil index prices, calculated as the unweighted arithmetic average for the first-day-of-the-month price for each month and costs in effect as of the date of the estimate, holding the prices and costs constant throughout the life of the properties.', 'In accordance with SEC requirements, we base the estimated discounted future net cash flows from our proved reserves on the 12-month average index price for the respective commodity, calculated as the unweighted arithmetic average for the first day of the month price for each month and costs in effect on the date of the estimate, holding the prices and costs constant throughout the life of the properties.']"
180,10,180_success_attract_retain_depend ability,"['success', 'attract', 'retain', 'depend ability', 'retain experienced', 'ability attract', 'operations depend', 'attract retain', 'professionals', 'engineers', 'integral', 'motivate']","['In addition, the success of our operations will depend, in part, on our ability to identify, attract, develop and retain experienced personnel.', 'Our drilling success and the success of other activities integral to our operations will depend, in part, on our ability to attract and retain experienced geologists, engineers, landmen, and other professionals.', 'In addition, our drilling success and the success of other activities integral to our operations will depend, in part, on our ability to attract and retain experienced geologists, engineers and other professionals.']"
181,10,181_obtain needed_terms lead_revenues decrease_financing satisfactory,"['obtain needed', 'terms lead', 'revenues decrease', 'financing satisfactory', 'capital financing', 'needed capital', 'needed', 'satisfactory terms', 'unable obtain', 'satisfactory', 'company unable', 'decline estimated']","['If the borrowing base under our Revolving Credit Facilities or our revenues decrease as a result of low crude oil, natural gas or NGL prices, operating difficulties, declines in reserves or for any other reason, we may have limited ability to obtain the capital necessary to sustain our operations at current levels.', 'We may be unable to obtain needed capital or financing on satisfactory terms, which could lead to expiration of our leases or a decline in our estimated net crude oil and natural gas reserves.', 'We may be unable to obtain needed capital or financing on satisfactory terms, which could lead to expiration of our leases or a decline in our estimated net crude oil and natural gas reserves below.']"
182,10,182_outcome_proceedings_litigation_judgments,"['outcome', 'proceedings', 'litigation', 'judgments', 'pending', 'change business', 'pending litigation', 'outcome proceedings', 'liability penalties', 'proceedings result', 'penalties sanctions', 'business practices']","['We could be impacted by the outcome of pending litigation, as well as unexpected litigation or proceedings.', 'In addition, it is possible that a resolution of one or more such proceedings could result in liability, penalties or sanctions, as well as judgments, consent decrees or orders requiring a change in our business practices, which could materially and adversely affect our business, operating results and financial condition.', 'If our efforts to defend ourselves in legal, governmental and regulatory matters are not successful, it is possible the outcome of one or more such proceedings could result in substantial liability, penalties, sanctions, judgments, consent decrees or orders requiring a change in our business practices, which could have a material adverse effect on our business, financial condition, results of operations and cash flows.']"
183,10,183_views_relationships_venture_related costs,"['views', 'relationships', 'venture', 'related costs', 'business relationships', 'stockholder activism', 'stockholder', 'business', 'hand', 'actions adversely', 'investors', 'issues']","['Our Business Could Be Adversely Impacted by Investors Attempting to Effect Change Stockholder activism has been increasing in our industry, and investors may from time to time attempt to effect changes to our business or governance, whether by stockholder proposals, public campaigns, proxy solicitations or otherwise.', 'Such actions could adversely impact our business by distracting our board of directors and employees from core business operations, requiring us to incur increased advisory fees and related costs, interfering with our ability to successfully execute on strategic transactions and plans and provoking perceived uncertainty about the future direction of our business.', 'In addition, stockholder activism in our industry has been increasing, and if investors seek to exert influence or affect changes to our business that we do not believe are in the long-term best interests of our stockholders, such actions could adversely impact our business by, among other things, distracting our Board of Directors and management team, causing us to incur unexpected advisory fees and other related costs, impacting execution of our strategic objectives, and creating unnecessary market uncertainty.']"
184,10,184_environmental liabilities_recoverable reserves_recoverable_potential environmental,"['environmental liabilities', 'recoverable reserves', 'recoverable', 'potential environmental', 'andpotential', 'operating costs', 'reserves future', 'assessment', 'liabilities', 'future oil', 'costs potential', 'requires']","['The successful acquisition of these assets or businesses requires an assessment of several factors, including: recoverable reserves; future oil and natural gas prices and their appropriate differentials; development and operating costs; andpotential environmental and other liabilities.', 'The successful acquisition of producing properties requires an assessment of several factors, including: recoverable reserves; future oil, NGL and natural gas prices and their applicable differentials; timing of development; capital and operating costs; andpotential environmental and other liabilities.', 'The successful acquisition of producing properties requires an assessment of several factors, including: recoverable reserves; future oil and natural gas prices and their applicable differentials; operating costs; andpotential environmental and other liabilities.']"
185,9,185_new environmental_operations hydraulic_imposition new_drilling fluids,"['new environmental', 'operations hydraulic', 'imposition new', 'drilling fluids', 'water drilling', 'fracturing disposal', 'environmental initiatives', 'include restrictions', 'initiatives regulations', 'associated exploration', 'produced water', 'ability conduct']","['Moreover, new environmental initiatives and regulations could include restrictions on our ability to conduct certain operations such as hydraulic fracturing or disposal of waste, including, but not limited to, produced water, drilling fluids and other wastes associated with the exploration, development or production of natural gas.', 'Moreover, the imposition of new environmental initiatives and regulations could include restrictions on our ability to conduct certain operations such as hydraulic fracturing or disposal of wastes, including, but not limited to, produced water, drilling fluids, and other wastes associated with the exploration, development, or production of oil, gas, and NGLs.', 'Moreover, the imposition of new environmental initiatives and regulations could include restrictions on our ability to conduct certain operations such as hydraulic fracturing or disposal of waste, including, but not limited to, produced water, drilling fluids and other wastes associated with the exploration, development and production of oil and natural gas.']"
186,9,186_insurance_coverage_difficult obtain_insurance markets,"['insurance', 'coverage', 'difficult obtain', 'insurance markets', 'premiums', 'changes insurance', 'obtain', 'certain types', 'difficult', 'deductibles', 'adequate', 'insurance policies']","['While we currently maintain some insurance that provides coverage against terrorist attacks, such insurance has become increasingly expensive and difficult to obtain.', 'Changes in the insurance markets subsequent to certain hurricanes and natural disasters have made it more difficult and more expensive to obtain certain types of coverage.', 'Changes in the insurance markets due to various factors may make it more difficult for us to obtain certain types of coverage in the future.']"
187,9,187_significant delays_requirements applicable_liabilities result_safety requirements,"['significant delays', 'requirements applicable', 'liabilities result', 'safety requirements', 'delays costs', 'costs liabilities', 'applicable business', 'result environmental', 'health safety', 'environmental health', 'applicable exploration', 'applicable']","['Our operations may be exposed to significant delays, costs and liabilities as a result of environmental and occupational health and safety requirements applicable to our business activities.', 'Our operations may be exposed to significant delays, costs and liabilities as a result of environmental, health and safety requirements applicable to our business activities.', 'Our operations may be exposed to significant delays, costs and liabilities as a result of environmental, health and safety requirements applicable to our business activities.']"
188,9,188_drilling locations_potential drilling_locations_locations identified,"['drilling locations', 'potential drilling', 'locations', 'locations identified', 'know', 'drilled', 'able produce', 'identified', 'potential', 'produce', 'uncertainties', 'economically produce']","['Because of these uncertain factors, we do not know if the numerous potential drilling locations we have currently identified will ever be drilled or if we will be able to produce oil, NGL or natural gas from these or any other potential drilling locations.', 'Because of these uncertainties, we do not know if the numerous potential drilling locations we have identified will ever be drilled or if we will be able to produce crude oil or natural gas from these or any other potential drilling locations.', 'Because of these uncertainties, we do not know if the potential drilling locations we have identified will ever be drilled or if we will be able to produce oil or natural gas from these or any other potential drilling locations.']"
189,9,189_predict future_predict_demand pricing_markets make,"['predict future', 'predict', 'demand pricing', 'markets make', 'energy markets', 'historic', 'follow', 'near term', 'patterns', 'difficult predict', 'future commodity', 'future periods']","['These factors and the volatile nature of the energy markets make it impossible to predict the future commodity prices.', 'These factors and the volatility of the energy markets make it extremely difficult to predict future oil and natural gas price movements with any certainty.', 'The long-term effects of these and other conditions on the prices of oil, natural gas, NGL and refined products are uncertain, and there can be no assurance that the demand or pricing for Occidentals products will follow historic patterns or recover meaningfully in the near term.']"
190,9,190_different_fluctuate widely_widely_feedstock,"['different', 'fluctuate widely', 'widely', 'feedstock', 'fluctuate', 'indices', 'pricing', 'uses', 'normal', 'prices crude', 'feedstocks', 'characteristics']","['Certain US. and Canadian crude oils are priced from oil indices other than WTI, and these indices are influenced by different supply and demand forces than those that affect the WTI prices.', 'NGLs are made up of ethane, propane, isobutane, normal butane and natural gasoline, all of which have different uses and different pricing characteristics, which adds further volatility to the pricing of NGLs.', 'Likewise, NGLs, which are made up of ethane, propane, isobutane, normal butane and natural gasoline, each of which have different uses and different pricing characteristics, have experienced significant declines in realized prices since the fall of 2014.']"
191,8,191_unanticipated_exceed_affect results_incur significant,"['unanticipated', 'exceed', 'affect results', 'incur significant', 'costs actual', 'upgrades', 'necessary ensure', 'costs exceed', 'safe reliable', 'condition adversely', 'costs projects', 'unanticipated costs']","['Should the actual costs of these projects exceed our estimates, our liquidity and financial condition could be adversely affected.', 'These factors could result in unanticipated costs to complete the project, liquidated damages or contract disputes.', 'The results of these tests could cause us to incur significant and unanticipated capital and operating expenditures for repairs or upgrades deemed necessary to ensure the continued safe and reliable operation of our pipelines.']"
192,8,192_commodities_supply demand_commodities prices_prices subject,"['commodities', 'supply demand', 'commodities prices', 'prices subject', 'global', 'gas commodities', 'response relatively', 'subject wide', 'ngls oil', 'fluctuations response', 'minor changes', 'relatively minor']","['Oil and natural gas are commodities and, therefore, their prices are subject to wide fluctuations in response to relatively minor changes in supply and demand.', 'Oil, NGL and natural gas are commodities, and therefore, their prices are subject to wide fluctuations in response to relatively minor changes in supply and demand.', 'The prices are affected by a number of factors beyond our control, which include: weather conditions and seasonal trends; the domestic and foreign supply of and demand for natural gas, NGLs and oil; prevailing prices on local price indexes in the areas in which we operate and expectations about future commodity prices; national and worldwide economic and political conditions; new and competing exploratory finds of natural gas, NGLs and oil; changes in US. exports of natural gas, NGLs and oil; the effect of energy conservation efforts; the price, availability and acceptance of alternative fuels; the availability, proximity, capacity and cost of pipelines, other transportation facilities, and gathering, processing and storage facilities and other factors that result in differentials to benchmark prices; technological advances affecting energy consumption and production; the actions of the Organization of Petroleum Exporting Countries; the level and effect of trading in commodity futures markets, including commodity price speculators and others; the cost of exploring for, developing, producing and transporting natural gas, NGLs and oil; the level of global inventories; risks associated with drilling, completion and production operations; anddomestic, local and foreign governmental regulations, tariffs and taxes, including environmental and climate change regulation.']"
193,8,193_greater ability_low_ability continue_periods low,"['greater ability', 'low', 'ability continue', 'periods low', 'absorb burden', 'low natural', 'companies greater', 'absorb', 'addition companies', 'burden', 'regulations taxation', 'taxation addition']","['In addition, these companies may be able to expend greater resources on existing and changing processes and may also have a greater ability to continue drilling activities during periods of low natural gas and oil prices and to absorb the burden of current and future governmental regulations and taxation.', 'In addition, other companies may have a greater ability to continue drilling activities during periods of low oil or gas prices and to absorb the burden of current and future governmental regulations and taxation.', 'These companies may also have a greater ability to continue drilling activities during periods of low natural gas and oil prices and to absorb the burden of current and future governmental regulations and taxation.']"
194,8,194_factor_discount_industry general_10 discount,"['factor', 'discount', 'industry general', '10 discount', 'appropriate', 'calculating', 'rates effect', '10', 'discounted future', 'discounted', 'risks associated', 'general']","['In addition, the 10% discount factor we use when calculating discounted future net cash flow for reporting requirements in compliance with the Financial Accounting Standard Board Codification 932, Extractive ActivitiesOil and Gas, may not be the most appropriate discount factor based on interest rates in effect from time to time and risks associated with us or the oil and natural gas industry in general.', 'In addition, the 10% discount factor we use when calculating discounted future net revenues may not be the most appropriate discount factor based on interest rates in effect from time to time and risks associated with us or the oil and gas industry in general.', 'In addition, the 10% discount factor we use when calculating discounted future net revenues may not be the most appropriate discount factor based on interest rates in effect from time to time and risks associated with us or the crude oil and natural gas industry in general.']"
195,8,195_zone_run_desired_fracture,"['zone', 'run', 'desired', 'fracture', 'length', 'entire', 'risks face', 'tools', 'include limited', 'horizontal', 'planned number', 'consistently']","['Risks we face while drilling include, but are not limited to, landing our well bore outside the desired drilling zone, deviating from the desired drilling zone while drilling horizontally through the formation, the inability to run our casing the entire length of the well bore, and the inability to run tools and recover equipment consistently through the horizontal well bore.', 'Risks that we face while drilling include, but are not limited to, landing our well bore in the desired drilling zone, staying in the desired drilling zone while drilling horizontally through the formation, running our casing the entire length of the well bore and being able to run tools and other equipment consistently through the horizontal well bore.', 'Risks that we face while drilling include, but are not limited to, landing our well bore in the desired drilling zone, staying in the desired drilling zone while drilling horizontally through the formation, running our casing the entire length of the well bore and being able to run tools and other equipment consistently through the horizontal well bore.']"
196,8,196_reduced demand_change legislation_costs reduced_increased operating,"['reduced demand', 'change legislation', 'costs reduced', 'increased operating', 'demand', 'result increased', 'gas produce', 'reduced', 'operating costs', 'climate change', 'products', 'demand oil']","['Regulation of greenhouse gas emissions could result in increased operating costs and reduced demand for the oil and natural gas we produce.', 'The adoption of climate change legislation or regulation could result in increased operating costs and reduced demand for the refined petroleum products we produce.', 'The adoption of climate change legislation or regulations restricting emissions of ""greenhouse gases"" could result in increased operating costs and reduced demand for the oil, NGL and natural gas we produce.']"
197,8,197_data protection_protection laws_privacy_protection,"['data protection', 'protection laws', 'privacy', 'protection', 'data', 'personal data', 'applicable data', 'laws', 'fines penalties', 'customer', 'fines', 'sensitive']","['A determination that there have been violations of applicable data protection laws could expose us to significant damage awards, fines and other penalties that could materially harm our business and reputation.', 'Any failure, or perceived failure, by us to comply with applicable data protection laws could result in proceedings or actions against us by governmental entities or others, subject us to significant fines, penalties, judgments and negative publicity, require us to change our business practices, increase the costs and complexity of compliance, and adversely affect our business.', 'We are subject to a number of privacy and data protection laws, rules and directives (collectively, data protection laws) relating to the processing of personal data.']"
198,8,198_lawsuits_alleging_rules regulating_violated,"['lawsuits', 'alleging', 'rules regulating', 'violated', 'regulating', 'state federal', 'waste disposal', 'caused', 'disposal', 'disposal operations', 'operations caused', 'addition number']","['In addition, a number of lawsuits have been filed in some states alleging that fluid injection or oil and natural gas extraction have caused damage to neighboring properties or otherwise violated state and federal rules regulating waste disposal.', 'In addition, a number of lawsuits have been filed in some states, most recently in Oklahoma, alleging that disposal well operations have caused damage to neighboring properties or otherwise violated state and federal rules regulating waste disposal.', 'In addition, a number of lawsuits have been filed in some states alleging that disposal well operations have caused damage to neighboring properties or otherwise violated state and federal rules regulating waste disposal.']"
199,8,199_permits_permits approvals_approvals_various federal,"['permits', 'permits approvals', 'approvals', 'various federal', 'authorities', 'operations compliance', 'compliance laws', 'obtain maintain', 'obtaining maintaining', 'governmental authorities', 'numerous', 'complex stringent']","['In order to conduct our operations in compliance with these laws and regulations, we must obtain and maintain numerous licenses, permits, approvals and certificates, including environmental and other operating permits.', 'To conduct our operations in compliance with these laws and regulations, we must obtain and maintain numerous permits, approvals and certificates from various federal, state and local governmental authorities.', 'In order to conduct our operations in compliance with these laws and regulations, we must obtain and maintain numerous permits, approvals and certificates from various federal, state and local governmental authorities.']"
200,8,200_term debt_2019_31 2019_long term,"['term debt', '2019', '31 2019', 'long term', 'december 31', 'december31 2019', '31', 'energen', '2019 total', 'long', 'december31', 'december']","['As of December31, 2019, we had total long-term debt of $5.', 'As of December 31, 2019, we had total long-term indebtedness of $1.', 'Consequently, our senior indebtedness will be structurally subordinated to all indebtedness and other liabilities of any of our subsidiaries and any subsidiaries that we may in the future acquire or establish, As of December31, 2019, Energen, one of our subsidiaries, had an aggregate of $539 million of notes, which are collectively referred to as the Energen Notes.']"
201,8,201_equitrans_equitrans midstream_midstream_completed,"['equitrans', 'equitrans midstream', 'midstream', 'completed', 'rice energy', 'rice', 'energy', '50', 'exchange', 'november', 'agreements eqm', 'approximately 50']","['In November 2018, we completed the Separation and Distribution, resulting in the spin-off of Equitrans Midstream, a standalone publicly traded corporation that holds our former midstream business.', ""We intend to dispose of our remaining interest in Equitrans Midstream through one or more divestitures of our shares of Equitrans Midstream's common stock."", 'On February 26, 2020, we entered into share purchase agreements with Equitrans Midstream to sell approximately 50% of our equity interest in Equitrans Midstream to Equitrans Midstream (the Equitrans Share Exchange) in exchange for a combination of cash and fee relief under our gathering agreements with EQM.']"
202,8,202_average_wti crude_price barrel_barrel,"['average', 'wti crude', 'price barrel', 'barrel', 'approximately million', 'oil price', 'price', 'average price', 'wti', 'texas intermediate', 'approximately', 'intermediate']","['West Texas Intermediate (WTI) crude oil prices averaged approximately $57 in 2019, compared to $65 in 2018, $51 in 2017, and $43 per barrel in 2016.', 'For 2020, we estimate that every $1 change in the average WTI crude oil price per barrel would impact our DCF by approximately $5 million, each $0.', '10 per MMBtu change in the average price of natural gas would impact DCF by approximately $1 million, and each 1% change in the ratio of the weighted average NGL price per barrel to the average WTI crude oil price per barrel would impact DCF by approximately $2 million.']"
203,7,203_renew_renew leases_able renew_increase significantly,"['renew', 'renew leases', 'able renew', 'increase significantly', 'commercially reasonable', 'reasonable terms', 'leases', 'reasonable', 'commercially', 'way', 'significantly', 'expiring']","['The cost to renew such leases may increase significantly, and we may not be able to renew such leases on commercially reasonable terms or at all.', 'The cost to renew such leases may increase significantly and we may not be able to renew such leases on commercially reasonable terms or at all.', 'The cost to renew such leases may increase significantly, and we may not be able to renew such leases on commercially reasonable terms or at all.']"
204,7,204_business strategies_strategies_strategic_opportunities,"['business strategies', 'strategies', 'strategic', 'opportunities', 'growth rate', 'capital resources', 'growth', 'resources', 'fail', 'furtherance', 'rate adversely', 'investment capital']","['Strategic determinations, including the allocation of capital and other resources to strategic opportunities, are challenging, and our failure to appropriately allocate capital and resources among our strategic opportunities may adversely affect our financial condition and reduce our growth rate.', 'If we fail to identify optimal business strategies, or fail to optimize our capital investment and capital raising opportunities and the use of our other resources in furtherance of our business strategies, our financial condition and growth rate may be adversely affected.', 'If we fail to identify and execute optimal business strategies, including the appropriate corporate structure and appropriate rate of reserve development, or fail to optimize our capital investment and capital raising opportunities and the use of our other resources in furtherance of our business strategies, our financial position and growth rate may be adversely affected.']"
205,7,205_effects occur_occur_operations adversely_occur operations,"['effects occur', 'occur', 'operations adversely', 'occur operations', 'effects', 'adversely affected', 'production operations', 'affected', 'manage potential', 'experienced party', 'impacts result', 'eqm operations']","['If such effects were to occur, there is the potential for our exploration and production operations to be adversely affected.', 'If such effects were to occur, our operations could be adversely affected.', 'If such effects were to occur, our operations could be adversely affected.']"
206,7,206_materially alter_susceptible_timing drilling_alter,"['materially alter', 'susceptible', 'timing drilling', 'alter', 'occurrence', 'uncertainties', 'timing', 'making', 'scheduled', 'drilling infrastructure', 'identified drilling', 'materially']","['This makes them susceptible to uncertainties that could materially alter the occurrence or timing of their drilling.', '21Table of ContentsOur drilling locations are scheduled out over many years, making them susceptible to uncertainties that could materially alter the occurrence or timing of their drilling.', 'Our Identified Drilling Locations Are Scheduled over Several Years, Making Them Susceptible to Uncertainties That Could Materially Alter the Occurrence or Timing of Their Drilling.']"
207,7,207_capital intensive_intensive_eor_co2,"['capital intensive', 'intensive', 'eor', 'co2', 'activities capital', 'eor operations', 'occidentals', 'long term', 'long', 'oil production', 'term', 'access sufficient']","['Oil production from Occidentals EOR projects depends largely on having access to sufficient amounts of naturally occurring or anthropogenic CO2.', 'Our exploration and development activities are capital intensive.', 'The long-term success of ExxonMobils Upstream, Downstream, and Chemical businesses depends on complex, long-term, capital intensive projects.']"
208,7,208_substantial liability_liability claims_incur substantial_subject substantial,"['substantial liability', 'liability claims', 'incur substantial', 'subject substantial', 'substantial', 'claims result', 'oil ngls', 'losses subject', 'result operations', 'claims', 'substantial liabilities', 'incur']","['We could be subject to substantial liability claims, including catastrophic well incidents, which could adversely affect our reputation, financial condition, results of operations and cash flows.', 'We may incur substantial losses and be subject to substantial liability claims as a result of our operations.', 'We may incur substantial losses and be subject to substantial liability claims as a result of our operations.']"
